Año,Mes,CCAA,Producto,CONSUMO X CAPITA,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,VALOR (Miles Euros),VOLUMEN (Miles kg ó litros)
2020,Febrero,Navarra,AGUACATE,0.17,0.69,39.59,4.00,410.36,102.56
2020,Febrero,Navarra,PIÑA,0.15,0.30,17.20,1.97,177.11,90.06
2020,Febrero,Navarra,OTRAS FRUTAS FRESCAS,0.17,0.52,25.03,3.07,306.52,99.75
2020,Febrero,Navarra,POMELO,0.01,0.02,1.69,1.45,10.07,6.93
2020,Febrero,Navarra,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Febrero,Navarra,MANGO,0.10,0.22,16.08,2.10,128.48,61.16
2020,Febrero,Navarra,FRUTAS IV GAMA,0.39,0.75,31.01,1.92,445.59,232.56
2020,Febrero,Canarias,TOTAL PATATAS,2.36,2.24,81.42,0.95,5029.25,5300.63
2020,Febrero,Canarias,PATATAS FRESCAS,1.82,1.72,62.96,0.95,3865.18,4086.39
2020,Febrero,Canarias,PATATAS CONGELADAS,0.11,0.12,9.14,1.10,277.46,251.99
2020,Febrero,Canarias,PATATAS PROCESADAS,0.09,0.39,44.28,4.61,886.61,192.45
2020,Febrero,Canarias,PATATAS FRITAS,0.06,0.37,41.38,5.89,824.41,139.90
2020,Febrero,Canarias,T.HORTALIZAS FRESCAS,3.92,7.61,95.40,1.94,17081.78,8804.97
2020,Febrero,Canarias,TOMATES,0.81,1.24,82.29,1.52,2773.47,1819.85
2020,Febrero,Canarias,CEBOLLAS,0.54,0.67,74.02,1.25,1503.35,1204.77
2020,Febrero,Canarias,AJOS,0.04,0.16,29.98,4.25,348.11,81.84
2020,Febrero,Canarias,COLES,0.08,0.12,20.82,1.44,272.41,188.76
2020,Febrero,Canarias,PEPINOS,0.10,0.17,38.03,1.73,387.85,223.79
2020,Febrero,Canarias,JUDIAS VERDES,0.05,0.16,18.33,3.13,358.03,114.47
2020,Febrero,Canarias,PIMIENTOS,0.32,0.64,73.27,2.01,1446.73,718.45
2020,Febrero,Canarias,CHAMPIÑONES+O.SETAS,0.07,0.36,34.72,5.33,807.55,151.41
2020,Febrero,Canarias,LECHUGA/ESC./ENDIVIA,0.21,0.64,52.68,3.07,1434.91,467.94
2020,Febrero,Canarias,ESPARRAGOS,0.00,0.01,1.45,8.66,28.86,3.33
2020,Febrero,Canarias,VERDURAS DE HOJA,0.04,0.17,19.53,4.40,389.30,88.39
2020,Febrero,Canarias,BERENJENAS,0.04,0.07,15.06,2.01,162.88,80.96
2020,Febrero,Canarias,ZANAHORIAS,0.29,0.33,58.73,1.17,751.71,640.51
2020,Febrero,Canarias,CALABACINES,0.55,0.87,64.16,1.58,1962.81,1241.94
2020,Febrero,Canarias,OTR.HORTALIZAS/VERD.,0.79,1.98,78.52,2.50,4453.82,1778.55
2020,Febrero,Canarias,BROCOLI,0.02,0.08,7.97,3.07,171.80,55.99
2020,Febrero,Canarias,ALCACHOFAS,0.01,0.03,2.71,3.05,76.56,25.09
2020,Febrero,Canarias,APIO,0.03,0.04,10.23,1.38,89.82,65.13
2020,Febrero,Canarias,COLIFLOR,0.04,0.08,8.89,1.95,189.75,97.53
2020,Febrero,Canarias,VERD./HORT. IV GAMA,0.70,1.86,60.55,2.66,4169.20,1564.51
2020,Febrero,Canarias,PUERRO,0.07,0.19,30.47,2.63,417.74,158.56
2020,Febrero,Canarias,T.FRUTAS FRESCAS,6.12,10.74,94.05,1.75,24111.15,13739.70
2020,Febrero,Canarias,NARANJAS,1.17,1.18,45.04,1.00,2638.38,2631.01
2020,Febrero,Canarias,MANDARINAS,0.78,1.37,53.18,1.76,3072.50,1742.30
2020,Febrero,Canarias,LIMONES,0.18,0.28,31.81,1.56,639.77,411.32
2020,Febrero,Canarias,PLATANOS,1.31,1.81,77.61,1.38,4067.80,2943.91
2020,Febrero,Canarias,MANZANAS,0.78,1.21,71.17,1.55,2714.90,1752.37
2020,Febrero,Canarias,PERAS,0.51,0.87,49.27,1.70,1960.33,1155.65
2020,Febrero,Canarias,MELOCOTONES,0.00,0.01,1.27,5.18,17.83,3.44
2020,Febrero,Canarias,NECTARINAS,0.00,0.01,1.64,1.84,17.04,9.24
2020,Febrero,Canarias,ALBARICOQUES,0.00,0.00,0.00,,0.00,0.00
2020,Febrero,Canarias,FRESAS/FRESON,0.24,1.03,51.40,4.25,2308.16,542.56
2020,Febrero,Canarias,MELON,0.04,0.11,6.37,2.55,238.65,93.70
2020,Febrero,Canarias,SANDIA,0.00,0.00,0.04,1.85,9.34,5.05
2020,Febrero,Canarias,CIRUELAS,0.01,0.04,4.25,3.73,90.82,24.33
2020,Febrero,Canarias,CEREZAS,0.00,0.00,0.68,2.73,9.99,3.66
2020,Febrero,Canarias,UVAS,0.01,0.05,2.59,3.94,115.08,29.21
2020,Febrero,Canarias,KIWI,0.26,0.65,34.18,2.49,1460.09,587.16
2020,Febrero,Canarias,AGUACATE,0.34,1.10,45.66,3.27,2476.55,756.99
2020,Febrero,Canarias,PIÑA,0.01,0.04,2.45,2.90,95.90,33.05
2020,Febrero,Canarias,OTRAS FRUTAS FRESCAS,0.45,0.97,37.22,2.15,2178.02,1014.75
2020,Febrero,Canarias,POMELO,0.02,0.03,1.47,2.00,77.73,38.89
2020,Febrero,Canarias,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Febrero,Canarias,MANGO,0.01,0.05,3.20,4.32,103.14,23.86
2020,Febrero,Canarias,FRUTAS IV GAMA,0.26,0.43,21.70,1.62,957.38,592.37
2020,Marzo,Total Nacional,TOTAL PATATAS,3.12,2.98,84.67,0.96,137944.62,144056.38
2020,Marzo,Total Nacional,PATATAS FRESCAS,2.26,2.05,75.78,0.90,94686.83,104636.60
2020,Marzo,Total Nacional,PATATAS CONGELADAS,0.10,0.13,12.17,1.31,6222.38,4758.65
2020,Marzo,Total Nacional,PATATAS PROCESADAS,0.15,0.80,51.81,5.34,37035.41,6932.23
2020,Marzo,Total Nacional,PATATAS FRITAS,0.12,0.75,49.51,6.40,34789.00,5438.76
2020,Marzo,Total Nacional,T.HORTALIZAS FRESCAS,5.57,10.79,97.66,1.94,498665.95,257552.90
2020,Marzo,Total Nacional,TOMATES,1.07,1.93,84.07,1.81,89393.32,49440.89
2020,Marzo,Total Nacional,CEBOLLAS,0.74,0.94,75.49,1.27,43355.98,34088.44
2020,Marzo,Total Nacional,AJOS,0.07,0.32,42.48,4.46,14632.63,3284.05
2020,Marzo,Total Nacional,COLES,0.17,0.20,23.31,1.14,9059.05,7978.48
2020,Marzo,Total Nacional,PEPINOS,0.12,0.20,28.50,1.66,9300.27,5609.82
2020,Marzo,Total Nacional,JUDIAS VERDES,0.16,0.53,34.21,3.36,24341.28,7244.74
2020,Marzo,Total Nacional,PIMIENTOS,0.44,0.95,69.98,2.13,43817.53,20569.03
2020,Marzo,Total Nacional,CHAMPIÑONES+O.SETAS,0.12,0.49,40.40,3.96,22749.85,5743.24
2020,Marzo,Total Nacional,LECHUGA/ESC./ENDIVIA,0.39,1.04,69.94,2.70,48099.37,17836.29
2020,Marzo,Total Nacional,ESPARRAGOS,0.09,0.20,14.19,2.26,9218.55,4083.08
2020,Marzo,Total Nacional,VERDURAS DE HOJA,0.14,0.34,28.89,2.37,15551.73,6562.10
2020,Marzo,Total Nacional,BERENJENAS,0.14,0.23,34.16,1.64,10688.72,6501.18
2020,Marzo,Total Nacional,ZANAHORIAS,0.37,0.36,62.82,0.97,16483.00,17026.27
2020,Marzo,Total Nacional,CALABACINES,0.42,0.66,59.45,1.57,30324.57,19275.64
2020,Marzo,Total Nacional,OTR.HORTALIZAS/VERD.,1.13,2.41,80.31,2.13,111650.10,52309.65
2020,Marzo,Total Nacional,BROCOLI,0.13,0.24,24.67,1.86,11016.51,5928.15
2020,Marzo,Total Nacional,ALCACHOFAS,0.23,0.38,30.81,1.63,17713.69,10850.68
2020,Marzo,Total Nacional,APIO,0.04,0.07,12.48,1.50,3080.55,2058.45
2020,Marzo,Total Nacional,COLIFLOR,0.06,0.10,11.04,1.54,4550.85,2948.50
2020,Marzo,Total Nacional,VERD./HORT. IV GAMA,0.62,1.65,68.41,2.66,76154.31,28655.57
2020,Marzo,Total Nacional,PUERRO,0.11,0.29,35.50,2.56,13406.29,5239.97
2020,Marzo,Total Nacional,T.FRUTAS FRESCAS,7.98,13.43,97.14,1.68,621017.29,369006.74
2020,Marzo,Total Nacional,NARANJAS,2.31,2.30,65.64,0.99,106158.40,106709.00
2020,Marzo,Total Nacional,MANDARINAS,0.73,1.39,56.48,1.91,64240.73,33683.75
2020,Marzo,Total Nacional,LIMONES,0.23,0.37,38.33,1.63,17306.31,10641.15
2020,Marzo,Total Nacional,PLATANOS,1.35,2.11,84.92,1.56,97335.11,62228.78
2020,Marzo,Total Nacional,MANZANAS,1.13,1.72,76.29,1.52,79382.42,52382.00
2020,Marzo,Total Nacional,PERAS,0.53,0.89,53.38,1.68,40979.48,24399.08
2020,Marzo,Total Nacional,MELOCOTONES,0.00,0.01,0.61,2.69,394.90,146.70
2020,Marzo,Total Nacional,NECTARINAS,0.01,0.02,1.64,1.82,1134.26,621.96
2020,Marzo,Total Nacional,ALBARICOQUES,0.00,0.01,0.83,1.92,249.62,130.30
2020,Marzo,Total Nacional,FRESAS/FRESON,0.65,1.75,65.31,2.70,80827.50,29920.07
2020,Marzo,Total Nacional,MELON,0.13,0.24,9.46,1.86,10897.81,5869.84
2020,Marzo,Total Nacional,SANDIA,0.04,0.07,3.81,1.57,3176.03,2020.78
2020,Marzo,Total Nacional,CIRUELAS,0.03,0.09,7.94,3.09,4054.93,1313.80
2020,Marzo,Total Nacional,CEREZAS,0.00,0.00,0.60,1.92,201.59,104.81
2020,Marzo,Total Nacional,UVAS,0.07,0.29,14.08,4.29,13607.02,3172.19
2020,Marzo,Total Nacional,KIWI,0.29,0.81,40.21,2.80,37239.65,13322.00
2020,Marzo,Total Nacional,AGUACATE,0.13,0.52,30.86,3.92,24173.83,6166.47
2020,Marzo,Total Nacional,PIÑA,0.16,0.27,18.32,1.69,12363.99,7320.61
2020,Marzo,Total Nacional,OTRAS FRUTAS FRESCAS,0.19,0.59,28.74,3.08,27293.72,8853.44
2020,Marzo,Total Nacional,POMELO,0.02,0.05,2.94,1.90,2133.68,1121.39
2020,Marzo,Total Nacional,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Total Nacional,MANGO,0.06,0.18,11.89,2.82,8434.67,2989.15
2020,Marzo,Total Nacional,FRUTAS IV GAMA,0.38,0.72,30.94,1.87,33072.66,17700.78
2020,Marzo,Cataluña,TOTAL PATATAS,3.29,3.19,87.75,0.97,22710.30,23385.18
2020,Marzo,Cataluña,PATATAS FRESCAS,2.32,2.16,80.15,0.93,15390.64,16492.10
2020,Marzo,Cataluña,PATATAS CONGELADAS,0.11,0.14,11.30,1.36,1027.57,757.55
2020,Marzo,Cataluña,PATATAS PROCESADAS,0.17,0.88,54.91,5.13,6292.09,1227.11
2020,Marzo,Cataluña,PATATAS FRITAS,0.12,0.81,51.89,6.50,5763.86,887.22
2020,Marzo,Cataluña,T.HORTALIZAS FRESCAS,6.97,14.00,98.12,2.01,99585.42,49548.59
2020,Marzo,Cataluña,TOMATES,1.28,2.55,89.65,1.99,18168.09,9122.10
2020,Marzo,Cataluña,CEBOLLAS,0.91,1.21,78.84,1.32,8577.82,6498.65
2020,Marzo,Cataluña,AJOS,0.07,0.30,37.77,4.63,2161.27,466.85
2020,Marzo,Cataluña,COLES,0.21,0.25,26.22,1.19,1747.45,1472.66
2020,Marzo,Cataluña,PEPINOS,0.14,0.24,31.16,1.67,1675.89,1002.15
2020,Marzo,Cataluña,JUDIAS VERDES,0.25,1.02,37.36,4.07,7226.87,1777.65
2020,Marzo,Cataluña,PIMIENTOS,0.49,1.05,67.53,2.15,7484.71,3476.12
2020,Marzo,Cataluña,CHAMPIÑONES+O.SETAS,0.12,0.49,39.17,3.99,3473.19,870.07
2020,Marzo,Cataluña,LECHUGA/ESC./ENDIVIA,0.47,1.29,72.94,2.75,9183.67,3338.91
2020,Marzo,Cataluña,ESPARRAGOS,0.17,0.28,18.85,1.60,1968.39,1229.92
2020,Marzo,Cataluña,VERDURAS DE HOJA,0.19,0.47,31.68,2.53,3376.91,1333.41
2020,Marzo,Cataluña,BERENJENAS,0.20,0.32,41.64,1.57,2268.54,1445.35
2020,Marzo,Cataluña,ZANAHORIAS,0.39,0.42,60.20,1.07,2960.06,2755.78
2020,Marzo,Cataluña,CALABACINES,0.43,0.68,57.74,1.58,4831.86,3066.68
2020,Marzo,Cataluña,OTR.HORTALIZAS/VERD.,1.64,3.44,86.16,2.09,24480.72,11692.30
2020,Marzo,Cataluña,BROCOLI,0.19,0.32,28.27,1.72,2292.26,1335.79
2020,Marzo,Cataluña,ALCACHOFAS,0.49,0.82,48.81,1.66,5836.94,3518.11
2020,Marzo,Cataluña,APIO,0.07,0.11,17.13,1.50,757.36,504.45
2020,Marzo,Cataluña,COLIFLOR,0.05,0.08,7.96,1.55,574.16,369.95
2020,Marzo,Cataluña,VERD./HORT. IV GAMA,0.75,2.01,71.91,2.69,14315.44,5326.13
2020,Marzo,Cataluña,PUERRO,0.14,0.30,32.77,2.23,2140.41,961.83
2020,Marzo,Cataluña,T.FRUTAS FRESCAS,8.59,15.28,96.54,1.78,108691.72,61118.68
2020,Marzo,Cataluña,NARANJAS,2.53,2.66,67.57,1.05,18936.36,18011.14
2020,Marzo,Cataluña,MANDARINAS,0.82,1.73,60.02,2.11,12309.92,5844.76
2020,Marzo,Cataluña,LIMONES,0.27,0.48,41.91,1.79,3392.41,1899.87
2020,Marzo,Cataluña,PLATANOS,1.38,2.30,86.32,1.67,16339.25,9789.60
2020,Marzo,Cataluña,MANZANAS,1.29,1.95,76.86,1.52,13877.42,9151.38
2020,Marzo,Cataluña,PERAS,0.53,0.94,51.19,1.76,6680.39,3788.64
2020,Marzo,Cataluña,MELOCOTONES,0.00,0.01,1.06,2.77,49.41,17.83
2020,Marzo,Cataluña,NECTARINAS,0.01,0.01,0.98,1.68,65.24,38.75
2020,Marzo,Cataluña,ALBARICOQUES,0.00,0.01,1.35,2.40,84.09,35.05
2020,Marzo,Cataluña,FRESAS/FRESON,0.67,1.93,64.79,2.86,13731.71,4794.05
2020,Marzo,Cataluña,MELON,0.16,0.36,13.10,2.18,2527.62,1161.82
2020,Marzo,Cataluña,SANDIA,0.04,0.06,3.34,1.49,406.48,273.24
2020,Marzo,Cataluña,CIRUELAS,0.02,0.08,6.78,3.10,533.41,171.81
2020,Marzo,Cataluña,CEREZAS,0.00,0.01,0.67,5.28,50.06,9.48
2020,Marzo,Cataluña,UVAS,0.10,0.46,15.55,4.59,3277.90,713.77
2020,Marzo,Cataluña,KIWI,0.29,0.85,40.28,2.96,6032.16,2035.44
2020,Marzo,Cataluña,AGUACATE,0.12,0.54,31.09,4.45,3847.96,865.51
2020,Marzo,Cataluña,PIÑA,0.18,0.32,22.19,1.79,2267.08,1263.27
2020,Marzo,Cataluña,OTRAS FRUTAS FRESCAS,0.18,0.60,29.19,3.42,4282.83,1253.28
2020,Marzo,Cataluña,POMELO,0.03,0.04,3.06,1.68,312.80,186.15
2020,Marzo,Cataluña,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Cataluña,MANGO,0.07,0.23,13.34,3.30,1607.92,487.37
2020,Marzo,Cataluña,FRUTAS IV GAMA,0.41,0.85,34.47,2.08,6039.34,2899.33
2020,Marzo,Aragon,TOTAL PATATAS,2.48,2.38,76.02,0.96,3119.75,3242.56
2020,Marzo,Aragon,PATATAS FRESCAS,1.86,1.66,64.14,0.89,2175.60,2436.54
2020,Marzo,Aragon,PATATAS CONGELADAS,0.05,0.06,8.53,1.25,75.08,60.03
2020,Marzo,Aragon,PATATAS PROCESADAS,0.11,0.66,47.05,5.82,869.07,149.20
2020,Marzo,Aragon,PATATAS FRITAS,0.10,0.64,45.55,6.57,842.92,128.32
2020,Marzo,Aragon,T.HORTALIZAS FRESCAS,6.86,13.21,98.17,1.93,17296.01,8980.43
2020,Marzo,Aragon,TOMATES,1.03,1.94,86.07,1.87,2534.20,1355.20
2020,Marzo,Aragon,CEBOLLAS,0.66,0.80,70.44,1.22,1052.30,863.95
2020,Marzo,Aragon,AJOS,0.08,0.33,35.62,4.31,437.93,101.68
2020,Marzo,Aragon,COLES,0.21,0.19,24.34,0.93,250.75,270.89
2020,Marzo,Aragon,PEPINOS,0.12,0.20,23.48,1.69,267.31,158.13
2020,Marzo,Aragon,JUDIAS VERDES,0.31,0.87,53.48,2.81,1143.96,407.13
2020,Marzo,Aragon,PIMIENTOS,0.42,0.86,57.76,2.05,1123.56,548.02
2020,Marzo,Aragon,CHAMPIÑONES+O.SETAS,0.21,0.72,58.21,3.46,941.16,271.90
2020,Marzo,Aragon,LECHUGA/ESC./ENDIVIA,0.63,1.64,76.52,2.58,2141.59,830.87
2020,Marzo,Aragon,ESPARRAGOS,0.21,0.57,22.18,2.79,752.33,269.44
2020,Marzo,Aragon,VERDURAS DE HOJA,0.41,0.66,42.31,1.61,868.01,537.79
2020,Marzo,Aragon,BERENJENAS,0.12,0.20,31.12,1.73,265.13,153.59
2020,Marzo,Aragon,ZANAHORIAS,0.33,0.30,57.44,0.92,395.10,431.18
2020,Marzo,Aragon,CALABACINES,0.42,0.64,63.58,1.55,842.03,544.33
2020,Marzo,Aragon,OTR.HORTALIZAS/VERD.,1.71,3.27,84.49,1.91,4280.65,2236.33
2020,Marzo,Aragon,BROCOLI,0.24,0.35,27.98,1.46,461.47,315.90
2020,Marzo,Aragon,ALCACHOFAS,0.28,0.49,39.21,1.74,645.03,371.08
2020,Marzo,Aragon,APIO,0.14,0.20,12.57,1.38,259.13,187.47
2020,Marzo,Aragon,COLIFLOR,0.05,0.08,10.07,1.49,103.06,69.24
2020,Marzo,Aragon,VERD./HORT. IV GAMA,0.72,1.86,69.11,2.58,2436.18,944.33
2020,Marzo,Aragon,PUERRO,0.11,0.29,31.55,2.61,381.59,146.20
2020,Marzo,Aragon,T.FRUTAS FRESCAS,8.44,13.91,97.89,1.65,18215.68,11050.12
2020,Marzo,Aragon,NARANJAS,2.48,2.48,75.21,1.00,3249.32,3250.18
2020,Marzo,Aragon,MANDARINAS,0.86,1.58,62.94,1.83,2071.14,1130.11
2020,Marzo,Aragon,LIMONES,0.22,0.37,40.91,1.70,490.37,288.08
2020,Marzo,Aragon,PLATANOS,1.18,1.99,79.99,1.68,2599.90,1544.65
2020,Marzo,Aragon,MANZANAS,1.28,1.77,82.23,1.38,2318.32,1682.35
2020,Marzo,Aragon,PERAS,0.53,0.84,53.83,1.59,1100.09,694.02
2020,Marzo,Aragon,MELOCOTONES,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Aragon,NECTARINAS,0.02,0.03,1.12,2.06,42.22,20.50
2020,Marzo,Aragon,ALBARICOQUES,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Aragon,FRESAS/FRESON,0.81,2.03,64.43,2.50,2652.11,1059.44
2020,Marzo,Aragon,MELON,0.11,0.20,10.08,1.89,265.55,140.65
2020,Marzo,Aragon,SANDIA,0.07,0.12,2.08,1.73,162.99,94.00
2020,Marzo,Aragon,CIRUELAS,0.03,0.06,10.62,2.36,80.28,33.97
2020,Marzo,Aragon,CEREZAS,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Aragon,UVAS,0.09,0.24,14.67,2.65,310.85,117.11
2020,Marzo,Aragon,KIWI,0.29,0.82,39.18,2.83,1071.34,378.38
2020,Marzo,Aragon,AGUACATE,0.13,0.51,29.28,4.06,665.27,163.96
2020,Marzo,Aragon,PIÑA,0.14,0.24,14.31,1.70,309.81,182.46
2020,Marzo,Aragon,OTRAS FRUTAS FRESCAS,0.21,0.63,25.46,3.06,826.12,270.25
2020,Marzo,Aragon,POMELO,0.01,0.01,2.07,2.12,16.74,7.89
2020,Marzo,Aragon,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Aragon,MANGO,0.09,0.20,18.24,2.30,263.70,114.47
2020,Marzo,Aragon,FRUTAS IV GAMA,0.50,0.90,29.12,1.82,1183.91,650.63
2020,Marzo,Baleares,TOTAL PATATAS,3.69,3.88,89.97,1.05,4070.38,3868.96
2020,Marzo,Baleares,PATATAS FRESCAS,2.65,2.73,80.55,1.03,2863.23,2786.14
2020,Marzo,Baleares,PATATAS CONGELADAS,0.12,0.13,10.30,1.12,137.43,122.33
2020,Marzo,Baleares,PATATAS PROCESADAS,0.18,1.02,57.75,5.57,1069.72,192.10
2020,Marzo,Baleares,PATATAS FRITAS,0.14,0.94,56.60,6.94,986.84,142.28
2020,Marzo,Baleares,T.HORTALIZAS FRESCAS,7.25,15.53,98.34,2.14,16300.77,7612.08
2020,Marzo,Baleares,TOMATES,1.30,2.69,91.08,2.07,2823.00,1366.68
2020,Marzo,Baleares,CEBOLLAS,0.96,1.35,82.38,1.40,1414.30,1012.82
2020,Marzo,Baleares,AJOS,0.09,0.40,34.03,4.55,421.72,92.74
2020,Marzo,Baleares,COLES,0.34,0.44,34.78,1.32,466.25,352.07
2020,Marzo,Baleares,PEPINOS,0.11,0.20,29.38,1.83,211.79,115.77
2020,Marzo,Baleares,JUDIAS VERDES,0.15,0.62,40.49,4.25,651.05,153.29
2020,Marzo,Baleares,PIMIENTOS,0.62,1.37,69.40,2.23,1439.61,646.21
2020,Marzo,Baleares,CHAMPIÑONES+O.SETAS,0.27,1.03,56.71,3.84,1079.26,280.70
2020,Marzo,Baleares,LECHUGA/ESC./ENDIVIA,0.47,1.47,74.89,3.11,1539.11,495.58
2020,Marzo,Baleares,ESPARRAGOS,0.03,0.14,8.54,4.93,143.53,29.12
2020,Marzo,Baleares,VERDURAS DE HOJA,0.27,0.73,40.99,2.68,764.41,285.61
2020,Marzo,Baleares,BERENJENAS,0.26,0.47,42.84,1.79,492.88,275.77
2020,Marzo,Baleares,ZANAHORIAS,0.39,0.40,62.39,1.04,422.68,406.59
2020,Marzo,Baleares,CALABACINES,0.47,0.87,60.77,1.86,909.67,488.35
2020,Marzo,Baleares,OTR.HORTALIZAS/VERD.,1.53,3.35,80.98,2.19,3521.51,1610.77
2020,Marzo,Baleares,BROCOLI,0.18,0.35,34.24,2.00,371.37,185.93
2020,Marzo,Baleares,ALCACHOFAS,0.28,0.49,33.13,1.75,517.41,296.47
2020,Marzo,Baleares,APIO,0.08,0.09,16.55,1.10,90.44,82.46
2020,Marzo,Baleares,COLIFLOR,0.13,0.21,21.13,1.64,224.84,137.17
2020,Marzo,Baleares,VERD./HORT. IV GAMA,0.81,2.37,66.83,2.94,2487.55,847.28
2020,Marzo,Baleares,PUERRO,0.12,0.39,40.73,3.22,413.62,128.46
2020,Marzo,Baleares,T.FRUTAS FRESCAS,8.72,15.86,97.80,1.82,16649.60,9157.54
2020,Marzo,Baleares,NARANJAS,2.37,2.50,53.62,1.06,2627.45,2489.03
2020,Marzo,Baleares,MANDARINAS,0.58,1.17,42.95,2.03,1227.73,605.08
2020,Marzo,Baleares,LIMONES,0.20,0.30,29.71,1.46,311.86,213.25
2020,Marzo,Baleares,PLATANOS,1.81,2.85,90.21,1.58,2992.57,1899.18
2020,Marzo,Baleares,MANZANAS,1.32,2.14,80.78,1.63,2243.97,1380.75
2020,Marzo,Baleares,PERAS,0.58,1.01,50.57,1.76,1065.09,605.66
2020,Marzo,Baleares,MELOCOTONES,0.01,0.01,1.10,1.29,8.85,6.88
2020,Marzo,Baleares,NECTARINAS,0.01,0.02,2.95,1.63,21.90,13.48
2020,Marzo,Baleares,ALBARICOQUES,0.01,0.02,2.10,2.61,15.86,6.08
2020,Marzo,Baleares,FRESAS/FRESON,0.70,2.16,69.36,3.08,2270.12,738.22
2020,Marzo,Baleares,MELON,0.21,0.48,13.76,2.23,502.39,225.13
2020,Marzo,Baleares,SANDIA,0.05,0.07,4.32,1.65,78.58,47.73
2020,Marzo,Baleares,CIRUELAS,0.04,0.13,10.52,3.43,134.83,39.35
2020,Marzo,Baleares,CEREZAS,0.01,0.02,1.36,1.29,18.71,14.49
2020,Marzo,Baleares,UVAS,0.11,0.51,17.61,4.52,533.53,118.05
2020,Marzo,Baleares,KIWI,0.30,1.02,39.04,3.45,1072.35,310.96
2020,Marzo,Baleares,AGUACATE,0.14,0.67,34.92,4.71,703.38,149.29
2020,Marzo,Baleares,PIÑA,0.10,0.15,14.22,1.56,159.31,102.00
2020,Marzo,Baleares,OTRAS FRUTAS FRESCAS,0.18,0.63,27.15,3.43,661.11,192.92
2020,Marzo,Baleares,POMELO,0.01,0.02,0.72,1.75,23.80,13.61
2020,Marzo,Baleares,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2020,Marzo,Baleares,MANGO,0.10,0.27,15.31,2.64,285.61,108.00
2020,Marzo,Baleares,FRUTAS IV GAMA,0.48,0.99,28.75,2.04,1036.09,507.11
2020,Marzo,Valencia,TOTAL PATATAS,3.24,3.10,86.85,0.96,15234.08,15915.95
2020,Marzo,Valencia,PATATAS FRESCAS,2.37,2.13,79.02,0.90,10470.20,11649.88
2020,Marzo,Valencia,PATATAS CONGELADAS,0.10,0.15,16.05,1.41,721.34,512.46
2020,Marzo,Valencia,PATATAS PROCESADAS,0.15,0.82,53.78,5.38,4042.54,750.72
2020,Marzo,Valencia,PATATAS FRITAS,0.13,0.79,52.31,6.04,3888.88,644.12
2020,Marzo,Valencia,T.HORTALIZAS FRESCAS,5.85,11.29,98.25,1.93,55540.78,28788.83
2020,Marzo,Valencia,TOMATES,1.05,1.88,83.93,1.80,9261.39,5143.70
2020,Marzo,Valencia,CEBOLLAS,0.79,0.94,72.98,1.19,4601.41,3874.56
2020,Marzo,Valencia,AJOS,0.06,0.28,39.25,4.42,1381.23,312.85
2020,Marzo,Valencia,COLES,0.11,0.14,17.66,1.24,695.31,560.03
2020,Marzo,Valencia,PEPINOS,0.16,0.28,37.18,1.68,1353.82,807.87
2020,Marzo,Valencia,JUDIAS VERDES,0.13,0.47,35.92,3.58,2320.48,648.23
2020,Marzo,Valencia,PIMIENTOS,0.46,0.95,71.26,2.05,4662.66,2275.66
2020,Marzo,Valencia,CHAMPIÑONES+O.SETAS,0.16,0.65,45.80,4.03,3196.89,793.46
2020,Marzo,Valencia,LECHUGA/ESC./ENDIVIA,0.37,1.06,68.28,2.91,5228.00,1799.12
2020,Marzo,Valencia,ESPARRAGOS,0.08,0.19,15.41,2.25,922.59,409.66
2020,Marzo,Valencia,VERDURAS DE HOJA,0.15,0.38,37.37,2.59,1881.05,725.49
2020,Marzo,Valencia,BERENJENAS,0.22,0.37,45.34,1.74,1844.12,1061.80
2020,Marzo,Valencia,ZANAHORIAS,0.40,0.37,61.20,0.92,1810.56,1975.02
2020,Marzo,Valencia,CALABACINES,0.39,0.62,59.43,1.60,3039.96,1905.83
2020,Marzo,Valencia,OTR.HORTALIZAS/VERD.,1.32,2.71,83.29,2.05,13341.30,6495.56
2020,Marzo,Valencia,BROCOLI,0.09,0.19,23.26,2.15,946.22,440.48
2020,Marzo,Valencia,ALCACHOFAS,0.41,0.63,47.25,1.57,3122.79,1992.53
2020,Marzo,Valencia,APIO,0.04,0.06,14.67,1.46,305.72,209.99
2020,Marzo,Valencia,COLIFLOR,0.05,0.08,9.58,1.52,399.06,263.13
2020,Marzo,Valencia,VERD./HORT. IV GAMA,0.70,1.95,72.21,2.79,9573.14,3426.93
2020,Marzo,Valencia,PUERRO,0.09,0.25,33.36,2.74,1217.05,443.47
2020,Marzo,Valencia,T.FRUTAS FRESCAS,6.99,11.74,96.92,1.68,57739.19,34372.29
