field1,Año,Mes,CCAA,Producto,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,score
31984,2020,11,La Rioja,CEBOLLAS,1.17,64.3,1.87,0.51429
31986,2020,11,La Rioja,COLES,0.07,15.28,1.13,0.50025
31987,2020,11,La Rioja,PEPINOS,0.08,13.74,1.42,0.49251
31988,2020,11,La Rioja,JUDIAS VERDES,0.17,27.94,3.12,0.51236
31989,2020,11,La Rioja,PIMIENTOS,0.52,56.55,2.16,0.51194
31990,2020,11,La Rioja,CHAMPIÑONES+O.SETAS,1.42,55.06,3.14,0.54354
31991,2020,11,La Rioja,LECHUGA/ESC./ENDIVIA,1.65,58.33,2.59,0.54117
31994,2020,11,La Rioja,BERENJENAS,0.4,23.89,1.7,0.49128
31995,2020,11,La Rioja,ZANAHORIAS,0.24,42.42,1.02,0.51119
31996,2020,11,La Rioja,CALABACINES,0.75,47.7,1.66,0.49787
31998,2020,11,La Rioja,BROCOLI,0.37,23.61,1.35,0.5013
31999,2020,11,La Rioja,ALCACHOFAS,0.08,4.79,2.22,0.4958
32000,2020,11,La Rioja,APIO,0.1,14.98,2.03,0.492
32001,2020,11,La Rioja,COLIFLOR,0.12,5.16,1.69,0.4919
32003,2020,11,La Rioja,PUERRO,1.14,30.17,2.54,0.52433
32005,2020,11,La Rioja,NARANJAS,1.9,55.47,1.2,0.5328
32006,2020,11,La Rioja,MANDARINAS,2.0,65.32,1.6,0.53269
32007,2020,11,La Rioja,LIMONES,0.68,44.33,1.47,0.49663
32008,2020,11,La Rioja,PLATANOS,1.54,67.83,1.61,0.52248
32009,2020,11,La Rioja,MANZANAS,2.08,63.78,1.09,0.5498
32010,2020,11,La Rioja,PERAS,1.71,43.99,1.7,0.52652
32011,2020,11,La Rioja,MELOCOTONES,0.07,6.64,2.44,0.50057
32012,2020,11,La Rioja,NECTARINAS,0.0,0.0,0.0,0.54843
32013,2020,11,La Rioja,ALBARICOQUES,0.0,0.0,0.0,0.54843
32015,2020,11,La Rioja,MELON,0.45,17.4,1.5,0.4988
32016,2020,11,La Rioja,SANDIA,0.0,0.0,0.0,0.54843
32017,2020,11,La Rioja,CIRUELAS,0.01,3.34,1.52,0.49663
32018,2020,11,La Rioja,CEREZAS,0.0,0.0,0.0,0.54843
32019,2020,11,La Rioja,UVAS,0.6,38.6,2.44,0.50854
32020,2020,11,La Rioja,KIWI,0.83,26.98,4.04,0.54253
32021,2020,11,La Rioja,AGUACATE,0.32,19.04,4.2,0.53949
32022,2020,11,La Rioja,PIÑA,0.24,15.49,2.21,0.49735
32023,2020,11,La Rioja,OTRAS FRUTAS FRESCAS,1.34,36.39,2.14,0.52096
32024,2020,11,La Rioja,POMELO,0.01,3.26,1.74,0.49559
32025,2020,11,La Rioja,CHIRIMOYA,0.0,0.0,0.0,0.54865
32026,2020,11,La Rioja,MANGO,0.22,11.99,2.33,0.5013
32029,2020,11,Navarra,PATATAS FRESCAS,1.5,55.14,0.9,0.53792
32030,2020,11,Navarra,PATATAS CONGELADAS,0.06,5.03,1.2,0.5014
32034,2020,11,Navarra,TOMATES,1.49,65.55,1.91,0.51956
32035,2020,11,Navarra,CEBOLLAS,0.59,48.41,1.34,0.50591
32036,2020,11,Navarra,AJOS,0.25,22.52,5.01,0.56651
32037,2020,11,Navarra,COLES,0.3,30.71,1.2,0.49652
32038,2020,11,Navarra,PEPINOS,0.15,22.95,1.37,0.49333
32039,2020,11,Navarra,JUDIAS VERDES,0.67,39.46,3.1,0.51611
32040,2020,11,Navarra,PIMIENTOS,1.32,55.63,2.02,0.51205
32041,2020,11,Navarra,CHAMPIÑONES+O.SETAS,0.59,35.71,4.21,0.53792
32042,2020,11,Navarra,LECHUGA/ESC./ENDIVIA,1.09,63.48,2.43,0.5286
32045,2020,11,Navarra,BERENJENAS,0.38,30.47,1.72,0.48985
32046,2020,11,Navarra,ZANAHORIAS,0.27,54.04,1.02,0.52237
32047,2020,11,Navarra,CALABACINES,0.87,66.22,1.59,0.51632
32049,2020,11,Navarra,BROCOLI,0.57,33.44,1.24,0.50005
32050,2020,11,Navarra,ALCACHOFAS,0.16,14.94,1.96,0.49077
32051,2020,11,Navarra,APIO,0.03,7.62,1.56,0.4958
32052,2020,11,Navarra,COLIFLOR,0.19,19.16,1.94,0.48924
32054,2020,11,Navarra,PUERRO,0.43,37.86,2.96,0.51003
32056,2020,11,Navarra,NARANJAS,2.24,54.19,1.31,0.55393
32057,2020,11,Navarra,MANDARINAS,2.59,62.63,1.54,0.56124
32058,2020,11,Navarra,LIMONES,0.46,42.06,1.67,0.49652
32059,2020,11,Navarra,PLATANOS,2.3,81.66,1.95,0.57113
32060,2020,11,Navarra,MANZANAS,1.8,67.12,1.38,0.53025
32061,2020,11,Navarra,PERAS,0.78,42.31,1.7,0.49828
32062,2020,11,Navarra,MELOCOTONES,0.09,7.0,2.71,0.50203
32063,2020,11,Navarra,NECTARINAS,0.0,0.0,0.0,0.55497
32064,2020,11,Navarra,ALBARICOQUES,0.01,1.64,1.0,0.51003
32065,2020,11,Navarra,FRESAS/FRESON,0.07,3.91,4.96,0.58083
32066,2020,11,Navarra,MELON,0.4,12.21,1.56,0.49973
32067,2020,11,Navarra,SANDIA,0.01,1.06,1.25,0.50391
32068,2020,11,Navarra,CIRUELAS,0.08,7.75,1.8,0.49251
32069,2020,11,Navarra,CEREZAS,0.0,0.0,0.0,0.55497
32070,2020,11,Navarra,UVAS,0.66,25.83,2.54,0.50527
32071,2020,11,Navarra,KIWI,1.09,29.78,3.31,0.53435
32072,2020,11,Navarra,AGUACATE,1.18,35.91,3.41,0.53324
32073,2020,11,Navarra,PIÑA,0.48,18.59,1.79,0.49745
32074,2020,11,Navarra,OTRAS FRUTAS FRESCAS,1.82,50.92,2.27,0.53747
32075,2020,11,Navarra,POMELO,0.01,2.44,1.89,0.49766
32076,2020,11,Navarra,CHIRIMOYA,0.0,0.0,0.0,0.55497
32077,2020,11,Navarra,MANGO,0.59,27.02,2.55,0.50161
32080,2020,11,Canarias,PATATAS FRESCAS,1.7,60.97,0.91,0.54208
32081,2020,11,Canarias,PATATAS CONGELADAS,0.14,11.61,1.13,0.49745
32085,2020,11,Canarias,TOMATES,1.62,88.03,1.59,0.56346
32086,2020,11,Canarias,CEBOLLAS,0.8,76.69,1.26,0.52937
32087,2020,11,Canarias,AJOS,0.21,35.47,4.18,0.53502
32088,2020,11,Canarias,COLES,0.16,24.95,1.56,0.48802
32089,2020,11,Canarias,PEPINOS,0.2,37.1,1.51,0.49539
32090,2020,11,Canarias,JUDIAS VERDES,0.19,23.34,3.13,0.5095
32091,2020,11,Canarias,PIMIENTOS,0.76,73.07,1.97,0.51999
32092,2020,11,Canarias,CHAMPIÑONES+O.SETAS,0.42,36.22,4.76,0.55048
32093,2020,11,Canarias,LECHUGA/ESC./ENDIVIA,0.66,59.66,3.33,0.54354
32096,2020,11,Canarias,BERENJENAS,0.14,25.12,1.64,0.48945
32097,2020,11,Canarias,ZANAHORIAS,0.41,61.21,1.12,0.52619
32098,2020,11,Canarias,CALABACINES,0.91,63.7,1.83,0.50812
32100,2020,11,Canarias,BROCOLI,0.07,8.04,2.8,0.4988
32101,2020,11,Canarias,ALCACHOFAS,0.01,2.47,2.2,0.50538
32102,2020,11,Canarias,APIO,0.03,6.97,1.65,0.49456
32103,2020,11,Canarias,COLIFLOR,0.04,6.85,2.07,0.49313
32105,2020,11,Canarias,PUERRO,0.19,34.71,2.55,0.50759
32107,2020,11,Canarias,NARANJAS,1.61,40.89,1.11,0.54039
32108,2020,11,Canarias,MANDARINAS,0.81,46.26,1.59,0.50182
32109,2020,11,Canarias,LIMONES,0.5,37.06,1.38,0.4957
32110,2020,11,Canarias,PLATANOS,1.86,76.3,1.45,0.54027
32111,2020,11,Canarias,MANZANAS,1.25,62.98,1.68,0.51183
32112,2020,11,Canarias,PERAS,0.8,51.53,1.57,0.50067
32113,2020,11,Canarias,MELOCOTONES,0.01,0.19,2.75,0.5188
32114,2020,11,Canarias,NECTARINAS,0.0,0.98,1.0,0.51837
32115,2020,11,Canarias,ALBARICOQUES,0.0,0.0,0.0,0.5567
32116,2020,11,Canarias,FRESAS/FRESON,0.08,4.2,4.28,0.5474
32117,2020,11,Canarias,MELON,0.12,12.35,1.6,0.48549
32118,2020,11,Canarias,SANDIA,0.1,5.89,1.35,0.49922
32119,2020,11,Canarias,CIRUELAS,0.06,6.66,2.36,0.49632
32121,2020,11,Canarias,UVAS,0.62,26.63,2.63,0.51066
32122,2020,11,Canarias,KIWI,0.9,25.04,3.6,0.5377
32123,2020,11,Canarias,AGUACATE,1.21,45.57,3.89,0.55589
32124,2020,11,Canarias,PIÑA,0.15,9.05,2.66,0.49766
32125,2020,11,Canarias,OTRAS FRUTAS FRESCAS,2.43,65.54,2.01,0.55763
32126,2020,11,Canarias,POMELO,0.13,2.96,2.24,0.5038
32127,2020,11,Canarias,CHIRIMOYA,0.0,0.0,0.0,0.5567
32128,2020,11,Canarias,MANGO,0.19,9.18,3.59,0.52477
32182,2020,12,Cataluña,PATATAS FRESCAS,1.96,72.82,0.94,0.56604
32183,2020,12,Cataluña,PATATAS CONGELADAS,0.13,11.73,1.49,0.51194
32187,2020,12,Cataluña,TOMATES,2.39,83.15,1.98,0.58374
32188,2020,12,Cataluña,CEBOLLAS,1.14,75.94,1.36,0.54027
32189,2020,12,Cataluña,AJOS,0.36,37.02,4.88,0.57434
32190,2020,12,Cataluña,COLES,0.26,31.06,1.13,0.51504
32191,2020,12,Cataluña,PEPINOS,0.18,23.15,1.68,0.50475
32192,2020,12,Cataluña,JUDIAS VERDES,0.59,31.92,4.12,0.55117
32193,2020,12,Cataluña,PIMIENTOS,0.79,65.69,1.86,0.52992
32195,2020,12,Cataluña,LECHUGA/ESC./ENDIVIA,1.15,64.98,2.82,0.55071
32196,2020,12,Cataluña,ESPARRAGOS,0.14,9.67,2.28,0.51654
32198,2020,12,Cataluña,BERENJENAS,0.28,37.75,1.77,0.50939
32199,2020,12,Cataluña,ZANAHORIAS,0.34,55.34,1.01,0.53602
32200,2020,12,Cataluña,CALABACINES,0.53,52.71,1.48,0.51258
32202,2020,12,Cataluña,BROCOLI,0.35,34.33,1.45,0.50654
32203,2020,12,Cataluña,ALCACHOFAS,0.67,30.18,2.97,0.53213
32204,2020,12,Cataluña,APIO,0.15,21.6,1.24,0.51311
32205,2020,12,Cataluña,COLIFLOR,0.09,8.1,1.79,0.51024
32207,2020,12,Cataluña,PUERRO,0.32,35.67,2.64,0.52172
32209,2020,12,Cataluña,NARANJAS,1.96,59.89,1.11,0.54957
32210,2020,12,Cataluña,MANDARINAS,2.11,69.92,1.46,0.55174
32211,2020,12,Cataluña,LIMONES,0.46,45.57,1.87,0.5145
32212,2020,12,Cataluña,PLATANOS,1.9,78.31,1.6,0.55427
32213,2020,12,Cataluña,MANZANAS,1.45,63.14,1.58,0.52959
32214,2020,12,Cataluña,PERAS,0.92,48.65,1.76,0.51794
32215,2020,12,Cataluña,MELOCOTONES,0.04,0.93,1.49,0.52237
32216,2020,12,Cataluña,NECTARINAS,0.01,0.76,1.92,0.52313
32217,2020,12,Cataluña,ALBARICOQUES,0.01,0.86,1.92,0.52281
32218,2020,12,Cataluña,FRESAS/FRESON,0.25,11.18,3.97,0.55786
32219,2020,12,Cataluña,MELON,0.4,14.61,1.53,0.51966
32220,2020,12,Cataluña,SANDIA,0.02,0.85,0.7,0.54991
32221,2020,12,Cataluña,CIRUELAS,0.03,3.29,1.92,0.51471
32223,2020,12,Cataluña,UVAS,1.2,55.61,3.37,0.55404
32224,2020,12,Cataluña,KIWI,1.0,40.64,3.48,0.54467
32225,2020,12,Cataluña,AGUACATE,0.62,38.33,3.76,0.54174
32226,2020,12,Cataluña,PIÑA,0.63,38.41,1.6,0.51268
32227,2020,12,Cataluña,OTRAS FRUTAS FRESCAS,1.56,55.55,2.48,0.54524
32228,2020,12,Cataluña,POMELO,0.05,3.7,2.42,0.52194
32229,2020,12,Cataluña,CHIRIMOYA,0.0,0.06,2.59,0.54388
32230,2020,12,Cataluña,MANGO,0.23,17.63,2.75,0.52096
32233,2020,12,Aragon,PATATAS FRESCAS,1.58,68.79,0.89,0.56194
32234,2020,12,Aragon,PATATAS CONGELADAS,0.07,8.16,1.44,0.5201
32238,2020,12,Aragon,TOMATES,1.76,76.09,1.86,0.55867
32239,2020,12,Aragon,CEBOLLAS,0.94,70.12,1.34,0.54343
32240,2020,12,Aragon,AJOS,0.34,45.45,4.79,0.5824
32241,2020,12,Aragon,COLES,0.24,29.49,1.09,0.51815
32242,2020,12,Aragon,PEPINOS,0.18,25.51,1.56,0.50886
32243,2020,12,Aragon,JUDIAS VERDES,0.6,40.42,2.91,0.5348
32244,2020,12,Aragon,PIMIENTOS,0.73,58.44,1.8,0.53081
32245,2020,12,Aragon,CHAMPIÑONES+O.SETAS,0.87,61.98,4.35,0.59095
32246,2020,12,Aragon,LECHUGA/ESC./ENDIVIA,1.44,70.94,2.55,0.5624
32247,2020,12,Aragon,ESPARRAGOS,0.12,8.54,4.82,0.59205
32249,2020,12,Aragon,BERENJENAS,0.2,35.5,1.59,0.51546
32250,2020,12,Aragon,ZANAHORIAS,0.26,58.27,0.9,0.55289
32251,2020,12,Aragon,CALABACINES,0.48,49.65,1.36,0.52816
32253,2020,12,Aragon,BROCOLI,0.31,31.95,1.43,0.51504
32254,2020,12,Aragon,ALCACHOFAS,0.36,24.39,2.66,0.5275
32255,2020,12,Aragon,APIO,0.08,11.35,1.81,0.51697
32256,2020,12,Aragon,COLIFLOR,0.07,8.8,1.41,0.52096
32258,2020,12,Aragon,PUERRO,0.3,33.35,2.79,0.52794
32260,2020,12,Aragon,NARANJAS,1.7,60.35,0.98,0.55879
32261,2020,12,Aragon,MANDARINAS,1.94,76.25,1.23,0.56463
32262,2020,12,Aragon,LIMONES,0.37,46.41,1.59,0.5251
32263,2020,12,Aragon,PLATANOS,1.81,83.42,1.48,0.57267
32264,2020,12,Aragon,MANZANAS,1.29,63.73,1.48,0.5358
32265,2020,12,Aragon,PERAS,0.71,46.0,1.61,0.52663
32266,2020,12,Aragon,MELOCOTONES,0.0,0.0,0.0,0.5824
32267,2020,12,Aragon,NECTARINAS,0.01,0.83,1.04,0.54185
32268,2020,12,Aragon,ALBARICOQUES,0.01,2.21,1.11,0.53758
32270,2020,12,Aragon,MELON,0.22,8.07,1.95,0.52183
32271,2020,12,Aragon,SANDIA,0.0,0.0,0.0,0.5824
32272,2020,12,Aragon,CIRUELAS,0.01,1.41,2.0,0.52674
32273,2020,12,Aragon,CEREZAS,0.0,0.32,3.98,0.57578
32274,2020,12,Aragon,UVAS,1.15,55.01,3.25,0.561
32275,2020,12,Aragon,KIWI,0.85,46.03,3.31,0.55301
32276,2020,12,Aragon,AGUACATE,0.41,32.65,3.68,0.54151
32277,2020,12,Aragon,PIÑA,0.49,39.04,1.3,0.52827
32278,2020,12,Aragon,OTRAS FRUTAS FRESCAS,1.82,58.46,2.25,0.55393
32279,2020,12,Aragon,POMELO,0.05,6.31,1.75,0.51697
32280,2020,12,Aragon,CHIRIMOYA,0.0,0.39,2.29,0.53949
32281,2020,12,Aragon,MANGO,0.37,17.06,2.38,0.5251
32284,2020,12,Baleares,PATATAS FRESCAS,2.45,72.21,1.01,0.58313
32285,2020,12,Baleares,PATATAS CONGELADAS,0.07,8.46,1.45,0.52085
32289,2020,12,Baleares,TOMATES,2.05,86.14,1.96,0.58972
32290,2020,12,Baleares,CEBOLLAS,1.12,73.78,1.44,0.53703
32291,2020,12,Baleares,AJOS,0.32,26.61,5.04,0.5841
32292,2020,12,Baleares,COLES,0.25,30.89,1.07,0.52564
32293,2020,12,Baleares,PEPINOS,0.17,18.52,1.58,0.51183
32294,2020,12,Baleares,JUDIAS VERDES,0.53,32.78,3.92,0.54501
32295,2020,12,Baleares,PIMIENTOS,0.97,62.05,2.08,0.52685
32296,2020,12,Baleares,CHAMPIÑONES+O.SETAS,0.95,58.77,4.6,0.5907
32297,2020,12,Baleares,LECHUGA/ESC./ENDIVIA,1.22,78.24,3.0,0.57387
32298,2020,12,Baleares,ESPARRAGOS,0.11,6.8,3.69,0.55266
32300,2020,12,Baleares,BERENJENAS,0.21,22.64,1.66,0.50992
32301,2020,12,Baleares,ZANAHORIAS,0.47,67.54,1.01,0.54808
32302,2020,12,Baleares,CALABACINES,0.36,44.31,1.59,0.51708
32304,2020,12,Baleares,BROCOLI,0.28,22.57,1.76,0.5077
32305,2020,12,Baleares,ALCACHOFAS,0.49,27.46,3.07,0.5348
32306,2020,12,Baleares,APIO,0.13,15.02,1.53,0.51482
32307,2020,12,Baleares,COLIFLOR,0.15,16.46,1.74,0.51109
32309,2020,12,Baleares,PUERRO,0.51,33.19,5.17,0.5835
32311,2020,12,Baleares,NARANJAS,0.93,33.06,1.1,0.53335
32312,2020,12,Baleares,MANDARINAS,1.33,55.31,1.36,0.52882
32313,2020,12,Baleares,LIMONES,0.45,27.2,1.82,0.51504
32314,2020,12,Baleares,PLATANOS,2.13,79.8,1.57,0.57363
32315,2020,12,Baleares,MANZANAS,1.48,64.1,1.54,0.53092
32316,2020,12,Baleares,PERAS,0.56,45.38,1.76,0.51536
32317,2020,12,Baleares,MELOCOTONES,0.0,0.0,0.0,0.57818
32318,2020,12,Baleares,NECTARINAS,0.03,2.82,1.09,0.53591
32319,2020,12,Baleares,ALBARICOQUES,0.02,1.41,3.0,0.549
32320,2020,12,Baleares,FRESAS/FRESON,0.09,6.0,4.16,0.56793
32321,2020,12,Baleares,MELON,0.35,10.54,1.81,0.52619
32322,2020,12,Baleares,SANDIA,0.0,0.0,0.0,0.57818
32323,2020,12,Baleares,CIRUELAS,0.0,0.57,2.7,0.54923
32324,2020,12,Baleares,CEREZAS,0.0,0.0,0.0,0.57818
32325,2020,12,Baleares,UVAS,1.55,63.86,3.44,0.57006
32326,2020,12,Baleares,KIWI,1.2,42.79,3.41,0.55106
32327,2020,12,Baleares,AGUACATE,0.76,46.59,3.99,0.56557
32328,2020,12,Baleares,PIÑA,0.64,40.15,1.46,0.51579
32329,2020,12,Baleares,OTRAS FRUTAS FRESCAS,1.64,55.55,2.6,0.55404
32330,2020,12,Baleares,POMELO,0.02,3.96,1.78,0.52499
32331,2020,12,Baleares,CHIRIMOYA,0.0,0.0,0.0,0.57818
32332,2020,12,Baleares,MANGO,0.28,16.42,2.68,0.52739
32335,2020,12,Valencia,PATATAS FRESCAS,1.69,71.9,0.9,0.56923
32336,2020,12,Valencia,PATATAS CONGELADAS,0.15,15.68,1.34,0.51525
32340,2020,12,Valencia,TOMATES,1.62,79.08,1.74,0.56675
32341,2020,12,Valencia,CEBOLLAS,0.9,70.25,1.17,0.54434
32342,2020,12,Valencia,AJOS,0.25,30.93,5.16,0.58107
32343,2020,12,Valencia,COLES,0.15,21.94,1.3,0.51546
32344,2020,12,Valencia,PEPINOS,0.22,34.48,1.36,0.51708
32345,2020,12,Valencia,JUDIAS VERDES,0.42,31.49,3.17,0.53291
32346,2020,12,Valencia,PIMIENTOS,0.65,62.11,1.86,0.5338
32347,2020,12,Valencia,CHAMPIÑONES+O.SETAS,0.83,53.38,4.63,0.59009
32348,2020,12,Valencia,LECHUGA/ESC./ENDIVIA,0.84,62.28,2.78,0.55197
32349,2020,12,Valencia,ESPARRAGOS,0.14,9.15,3.99,0.56054
32351,2020,12,Valencia,BERENJENAS,0.27,37.28,1.61,0.51311
32352,2020,12,Valencia,ZANAHORIAS,0.29,57.36,0.91,0.55003
32353,2020,12,Valencia,CALABACINES,0.44,49.35,1.41,0.5227
32355,2020,12,Valencia,BROCOLI,0.17,23.77,1.64,0.50886
32356,2020,12,Valencia,ALCACHOFAS,0.63,38.27,2.32,0.5297
32357,2020,12,Valencia,APIO,0.07,12.05,1.53,0.52075
32358,2020,12,Valencia,COLIFLOR,0.09,9.44,1.75,0.51891
32360,2020,12,Valencia,PUERRO,0.26,31.79,3.14,0.52827
32362,2020,12,Valencia,NARANJAS,0.97,39.97,0.96,0.55014
32363,2020,12,Valencia,MANDARINAS,1.09,52.1,1.22,0.53258
32364,2020,12,Valencia,LIMONES,0.29,27.71,1.66,0.51407
32365,2020,12,Valencia,PLATANOS,1.63,77.99,1.48,0.56112
32366,2020,12,Valencia,MANZANAS,1.11,65.89,1.54,0.53424
32367,2020,12,Valencia,PERAS,0.61,46.59,1.65,0.52368
32368,2020,12,Valencia,MELOCOTONES,0.0,0.27,1.4,0.53915
32369,2020,12,Valencia,NECTARINAS,0.01,0.91,1.72,0.52772
32370,2020,12,Valencia,ALBARICOQUES,0.01,1.97,1.74,0.52728
32372,2020,12,Valencia,MELON,0.3,11.72,1.7,0.5227
32373,2020,12,Valencia,SANDIA,0.02,1.13,1.6,0.53025
32374,2020,12,Valencia,CIRUELAS,0.01,4.43,1.51,0.52805
32376,2020,12,Valencia,UVAS,0.97,54.89,2.93,0.54843
32377,2020,12,Valencia,KIWI,0.69,39.32,3.24,0.54388
32378,2020,12,Valencia,AGUACATE,0.55,38.73,3.55,0.54287
32379,2020,12,Valencia,PIÑA,0.54,39.88,1.23,0.5297
32380,2020,12,Valencia,OTRAS FRUTAS FRESCAS,1.38,54.84,2.23,0.55025
32381,2020,12,Valencia,POMELO,0.04,2.12,1.78,0.52226
32382,2020,12,Valencia,CHIRIMOYA,0.0,0.12,4.89,0.59787
32383,2020,12,Valencia,MANGO,0.18,17.56,2.43,0.52379
32386,2020,12,Murcia,PATATAS FRESCAS,1.36,60.68,0.88,0.55071
32387,2020,12,Murcia,PATATAS CONGELADAS,0.12,12.4,1.32,0.51826
32391,2020,12,Murcia,TOMATES,1.72,75.39,1.61,0.55278
32392,2020,12,Murcia,CEBOLLAS,0.75,69.39,1.22,0.53747
32393,2020,12,Murcia,AJOS,0.33,39.15,3.85,0.55106
32394,2020,12,Murcia,COLES,0.13,20.43,1.23,0.51546
32395,2020,12,Murcia,PEPINOS,0.19,29.81,1.28,0.51643
32396,2020,12,Murcia,JUDIAS VERDES,0.33,26.93,2.89,0.53014
32397,2020,12,Murcia,PIMIENTOS,0.67,56.53,1.7,0.51858
32398,2020,12,Murcia,CHAMPIÑONES+O.SETAS,0.52,37.59,5.1,0.59218
32399,2020,12,Murcia,LECHUGA/ESC./ENDIVIA,0.8,62.64,2.98,0.55381
32400,2020,12,Murcia,ESPARRAGOS,0.17,14.18,1.49,0.51439
32402,2020,12,Murcia,BERENJENAS,0.26,32.92,1.63,0.51098
32403,2020,12,Murcia,ZANAHORIAS,0.21,53.89,0.95,0.54117
32404,2020,12,Murcia,CALABACINES,0.45,62.04,1.42,0.52597
32406,2020,12,Murcia,BROCOLI,0.2,22.03,1.33,0.51482
32407,2020,12,Murcia,ALCACHOFAS,0.5,25.53,2.17,0.524
32408,2020,12,Murcia,APIO,0.08,22.99,1.4,0.5202
32409,2020,12,Murcia,COLIFLOR,0.08,12.5,1.74,0.51686
32411,2020,12,Murcia,PUERRO,0.16,30.88,2.71,0.52992
32413,2020,12,Murcia,NARANJAS,4.17,42.7,1.2,0.62055
32414,2020,12,Murcia,MANDARINAS,3.36,56.24,1.45,0.60412
32415,2020,12,Murcia,LIMONES,1.08,32.2,1.24,0.53569
32416,2020,12,Murcia,PLATANOS,1.58,75.78,1.41,0.55289
32417,2020,12,Murcia,MANZANAS,1.12,58.23,1.55,0.52608
32418,2020,12,Murcia,PERAS,0.58,38.6,1.41,0.51923
32419,2020,12,Murcia,MELOCOTONES,0.0,0.0,0.0,0.58035
32420,2020,12,Murcia,NECTARINAS,0.0,0.0,0.0,0.58035
32421,2020,12,Murcia,ALBARICOQUES,0.01,1.54,2.5,0.54151
32423,2020,12,Murcia,MELON,0.29,13.23,1.77,0.51525
32424,2020,12,Murcia,SANDIA,0.01,0.85,1.29,0.53703
32425,2020,12,Murcia,CIRUELAS,0.0,0.0,0.0,0.57999
32427,2020,12,Murcia,UVAS,0.89,51.09,2.51,0.5396
32428,2020,12,Murcia,KIWI,0.82,43.41,3.9,0.56369
32429,2020,12,Murcia,AGUACATE,0.52,34.66,3.71,0.54706
32430,2020,12,Murcia,PIÑA,0.56,40.48,1.25,0.5188
32431,2020,12,Murcia,OTRAS FRUTAS FRESCAS,1.03,51.65,2.06,0.53036
32432,2020,12,Murcia,POMELO,0.13,1.14,2.47,0.53994
32433,2020,12,Murcia,CHIRIMOYA,0.0,0.0,0.0,0.57999
32434,2020,12,Murcia,MANGO,0.14,13.73,2.08,0.51923
32437,2020,12,Andalucia,PATATAS FRESCAS,1.44,70.64,0.82,0.55914
32438,2020,12,Andalucia,PATATAS CONGELADAS,0.14,15.37,1.2,0.51322
32442,2020,12,Andalucia,TOMATES,1.35,77.65,1.57,0.55117
32443,2020,12,Andalucia,CEBOLLAS,0.7,67.94,1.21,0.53169
32444,2020,12,Andalucia,AJOS,0.25,37.59,4.29,0.5522
32445,2020,12,Andalucia,COLES,0.1,14.32,1.19,0.51471
32446,2020,12,Andalucia,PEPINOS,0.12,22.93,1.43,0.51205
32447,2020,12,Andalucia,JUDIAS VERDES,0.22,22.35,3.18,0.52959
32448,2020,12,Andalucia,PIMIENTOS,0.6,65.19,1.73,0.52542
32449,2020,12,Andalucia,CHAMPIÑONES+O.SETAS,0.46,41.18,4.44,0.56487
32450,2020,12,Andalucia,LECHUGA/ESC./ENDIVIA,0.71,67.06,2.57,0.54672
32451,2020,12,Andalucia,ESPARRAGOS,0.07,5.87,2.77,0.52553
32453,2020,12,Andalucia,BERENJENAS,0.17,30.23,1.6,0.50928
32454,2020,12,Andalucia,ZANAHORIAS,0.24,53.05,0.94,0.5328
32455,2020,12,Andalucia,CALABACINES,0.38,51.07,1.4,0.51632
32457,2020,12,Andalucia,BROCOLI,0.15,21.59,1.71,0.50538
32458,2020,12,Andalucia,ALCACHOFAS,0.19,19.22,2.54,0.51891
32459,2020,12,Andalucia,APIO,0.05,12.12,1.65,0.5129
32460,2020,12,Andalucia,COLIFLOR,0.06,10.8,1.46,0.5129
32462,2020,12,Andalucia,PUERRO,0.2,33.93,2.72,0.52433
32464,2020,12,Andalucia,NARANJAS,1.36,47.83,0.93,0.54581
32465,2020,12,Andalucia,MANDARINAS,1.02,56.41,1.29,0.52118
32466,2020,12,Andalucia,LIMONES,0.24,34.78,1.62,0.50675
32467,2020,12,Andalucia,PLATANOS,1.32,79.26,1.39,0.55416
32468,2020,12,Andalucia,MANZANAS,0.92,61.16,1.6,0.52281
32469,2020,12,Andalucia,PERAS,0.53,43.44,1.57,0.51322
32470,2020,12,Andalucia,MELOCOTONES,0.01,1.02,1.43,0.52313
32471,2020,12,Andalucia,NECTARINAS,0.03,2.48,1.44,0.516
32472,2020,12,Andalucia,ALBARICOQUES,0.01,0.9,2.24,0.52937
32473,2020,12,Andalucia,FRESAS/FRESON,0.25,11.4,4.29,0.56557
32474,2020,12,Andalucia,MELON,0.23,12.8,1.67,0.51194
32475,2020,12,Andalucia,SANDIA,0.01,0.46,2.56,0.53491
32476,2020,12,Andalucia,CIRUELAS,0.02,2.65,1.84,0.51579
32478,2020,12,Andalucia,UVAS,0.93,53.53,3.03,0.54479
32479,2020,12,Andalucia,KIWI,0.71,34.1,3.31,0.54174
32480,2020,12,Andalucia,AGUACATE,0.6,41.06,3.64,0.54343
32481,2020,12,Andalucia,PIÑA,0.41,34.1,1.28,0.5188
32482,2020,12,Andalucia,OTRAS FRUTAS FRESCAS,1.37,54.92,2.34,0.5449
32483,2020,12,Andalucia,POMELO,0.02,1.42,1.85,0.51945
32484,2020,12,Andalucia,CHIRIMOYA,0.0,0.11,1.88,0.53048
32485,2020,12,Andalucia,MANGO,0.2,19.04,2.43,0.51912
